	7393_RAJ6744A1	7393_RAJ6744A10	7393_RAJ6744A11	7393_RAJ6744A12	7393_RAJ6744A13	7393_RAJ6744A14	7393_RAJ6744A15	7393_RAJ6744A2	7393_RAJ6744A4	7393_RAJ6744A5	7393_RAJ6744A6	7393_RAJ6744A7	7393_RAJ6744A8	7393_RAJ6744A9
ENSG00000072121	505	480	223	458	206	85	318	261	778	240	586	630	141	556
ENSG00000271697	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000239820	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000258759	5	1	0	0	3	3	0	1	2	0	0	0	0	0
ENSG00000182185	41	37	60	38	79	46	42	20	32	16	35	39	23	42
ENSG00000274666	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258837	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244677	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243546	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240210	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258477	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259038	0	0	0	1	0	0	1	0	0	0	0	0	0	0
ENSG00000258623	0	1	0	0	1	0	2	0	0	0	2	0	0	0
ENSG00000242941	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207089	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000185650	7996	9099	829	3404	6505	1190	5830	867	9524	1099	6905	9715	3140	2398
ENSG00000270975	5	3	0	1	2	4	2	2	1	4	1	2	1	0
ENSG00000258565	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000072110	1896	2808	3796	3314	2191	1720	2861	2252	2555	2227	1933	2555	2651	1799
ENSG00000258967	1	1	0	1	2	0	0	0	0	0	0	0	0	0
ENSG00000258531	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259062	0	0	2	0	0	0	0	2	0	0	0	0	0	0
ENSG00000242293	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000139990	343	483	255	471	356	149	409	131	482	134	643	419	170	815
ENSG00000259165	3	0	2	0	0	0	0	2	0	3	1	2	4	1
ENSG00000206768	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276063	0	0	0	0	2	1	0	0	0	0	0	0	0	0
ENSG00000258957	1	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000081177	146	209	174	212	263	187	241	73	143	48	137	138	81	124
ENSG00000258520	0	0	0	0	0	1	0	1	0	0	1	0	0	2
ENSG00000100626	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000280073	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000100632	1517	1496	1514	914	2814	2568	873	887	1095	539	421	1090	752	339
ENSG00000029364	1741	1612	1438	1244	1780	1196	1072	1075	2357	1074	2082	2014	1097	1757
ENSG00000175985	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000244237	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267909	0	0	0	0	0	0	1	0	0	0	1	0	0	0
ENSG00000100647	2470	4782	5690	7595	2608	1877	3342	2633	3983	2841	17317	4264	2721	18949
ENSG00000273797	0	1	0	0	0	0	0	1	0	3	0	0	1	9
ENSG00000100650	447	734	651	665	768	494	646	453	530	356	1128	649	515	891
ENSG00000100652	0	0	2	0	1	1	0	0	0	0	2	0	0	0
ENSG00000221060	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000198732	0	0	0	1	1	0	0	1	0	0	0	0	0	0
ENSG00000242071	1121	1436	1467	355	1937	2224	347	767	1194	594	215	921	727	197
ENSG00000100678	0	0	31	6	0	14	4	2	0	8	47	0	2	101
ENSG00000258422	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000274330	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000270610	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235812	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259033	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000133983	590	760	725	395	1244	1008	391	367	615	336	278	476	306	166
ENSG00000258644	640	824	775	455	1282	1018	436	392	655	361	333	512	328	212
ENSG00000222640	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213463	542	395	388	226	283	181	192	293	653	260	309	498	298	233
ENSG00000257759	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000139985	0	0	2	3	0	1	1	0	0	0	1	2	0	0
ENSG00000259158	0	0	0	0	0	0	0	0	1	0	0	1	0	0
ENSG00000252263	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000134007	0	0	2	0	0	1	0	1	0	0	0	0	0	1
ENSG00000274397	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000133997	203	303	275	325	367	218	323	117	175	67	229	153	98	206
ENSG00000259115	63	92	47	93	123	53	89	32	45	16	66	35	28	61
ENSG00000258951	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000245466	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240837	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000133985	3	80	58	73	93	28	158	6	1	4	1	11	2	1
ENSG00000258689	0	0	0	0	2	0	0	0	1	0	0	0	0	0
ENSG00000006432	2	34	13	48	33	8	77	0	5	2	3	0	0	2
ENSG00000259153	0	1	0	1	2	4	2	0	0	0	0	0	0	0
ENSG00000275630	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258431	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000274818	2	5	4	1	2	2	0	7	6	3	1	0	4	5
ENSG00000100731	1456	2186	1800	2094	1549	989	2129	877	2017	893	2411	1795	937	3153
ENSG00000258930	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258966	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258571	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269927	2	23	19	7	7	5	0	0	8	5	0	1	2	0
ENSG00000259907	0	0	3	0	1	1	0	0	0	0	0	0	0	0
ENSG00000258517	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269945	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000259146	0	0	11	0	1	0	0	0	0	1	0	0	1	0
ENSG00000197555	720	1378	1599	642	747	524	1610	544	910	509	315	949	565	2149
ENSG00000259079	2	4	0	0	2	1	0	2	2	0	0	2	0	2
ENSG00000207444	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242330	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000266869	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000182732	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000200298	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273830	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258871	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205683	1	2	4	14	12	4	4	0	2	0	0	0	0	0
ENSG00000206751	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000119599	67	28	20	5	60	28	22	15	90	13	11	65	25	6
ENSG00000176043	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259015	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSG00000239544	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000165861	159	272	610	376	196	200	205	162	212	139	487	267	119	534
ENSG00000241487	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258813	5	7	8	8	2	4	4	1	7	4	3	1	1	7
ENSG00000119707	1344	830	490	576	615	262	315	589	1655	493	970	1077	362	806
ENSG00000258448	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000080815	2792	3202	13001	6865	3519	6205	5241	3971	3420	3899	8653	3810	4408	8967
ENSG00000259109	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000100767	10	13	28	19	7	3	11	17	10	9	8	16	5	7
ENSG00000258376	8	21	21	18	14	13	33	1	15	2	6	4	1	14
ENSG00000252839	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258944	5	5	5	4	2	1	4	5	7	4	7	9	1	6
ENSG00000133961	2485	1642	8001	2212	1325	2248	1658	4171	2671	3961	3739	2776	3954	3943
ENSG00000251393	20	10	130	17	3	26	3	147	20	117	27	19	112	3
ENSG00000187105	44	29	30	30	37	21	27	9	45	9	38	33	12	19
ENSG00000170468	173	130	120	119	125	87	97	39	189	47	116	175	43	101
ENSG00000258443	0	0	0	0	0	0	1	0	0	0	2	1	0	0
ENSG00000258695	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000184227	0	1	0	3	0	1	2	0	0	0	0	0	0	0
ENSG00000258408	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000119673	22	63	27	53	44	28	79	18	11	8	10	17	8	17
ENSG00000258524	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279026	1	1	0	1	0	1	0	0	2	0	0	0	0	0
ENSG00000177465	10	11	8	21	16	4	22	5	6	3	19	6	1	5
ENSG00000205669	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000258603	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000258972	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000119661	116	66	55	54	68	56	51	66	134	77	88	151	63	100
ENSG00000251907	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258660	11	3	2	9	10	6	7	4	11	4	11	19	2	5
ENSG00000176903	281	358	419	517	363	244	651	140	303	137	367	330	183	527
ENSG00000156030	345	606	21	137	355	18	139	214	464	160	311	473	100	363
ENSG00000264741	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259065	0	0	0	4	0	1	1	0	1	0	0	1	0	1
ENSG00000258586	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000270576	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000140043	43	61	80	37	80	44	27	64	65	24	63	60	36	57
ENSG00000258653	584	526	611	490	861	678	621	409	583	296	808	540	270	971
ENSG00000223300	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000273711	2	0	3	1	0	1	0	3	3	3	2	0	4	2
ENSG00000119725	564	489	566	472	811	643	607	369	542	291	763	511	250	941
ENSG00000258891	85	65	52	78	100	67	96	48	54	30	104	56	31	133
ENSG00000270140	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199472	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000156050	266	235	271	223	363	252	250	158	260	132	335	230	105	380
ENSG00000119723	80	97	95	65	89	72	36	48	97	51	52	71	64	34
ENSG00000187097	250	162	147	112	165	109	90	140	238	96	135	233	138	150
ENSG00000279461	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000119636	41	41	45	23	56	29	23	32	67	31	37	47	34	17
ENSG00000119711	187	238	192	101	263	158	78	166	318	184	135	234	172	67
ENSG00000205659	126	72	37	93	89	48	80	30	75	29	49	83	51	71
ENSG00000239910	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258513	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000119614	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000119688	80	135	129	170	115	83	90	71	161	62	227	122	123	195
ENSG00000258559	4	1	1	1	1	0	1	2	0	0	11	0	0	3
ENSG00000133980	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258737	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000177776	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000183379	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000270000	0	0	0	4	1	0	0	0	2	0	7	0	0	5
ENSG00000259005	1	1	1	3	0	0	0	0	4	0	9	0	0	5
ENSG00000119655	40002	32099	42911	21255	35016	32612	19122	26188	41792	25674	22236	46235	34888	17510
ENSG00000283944	18106	12568	15644	8445	15278	13786	7824	11151	18112	10201	9102	19212	13702	7025
ENSG00000258769	147	407	0	318	381	275	297	68	171	71	97	162	112	61
ENSG00000165898	134	238	99	140	330	77	214	32	102	15	118	128	33	115
ENSG00000119681	433	260	300	3439	204	133	1182	306	948	550	4380	327	254	1527
ENSG00000258425	0	1	0	15	0	1	3	1	1	2	16	1	1	7
ENSG00000258976	13	1	8	9	4	2	9	9	14	1	64	2	1	2
ENSG00000119682	1026	1142	962	1071	891	440	981	559	1438	570	2223	1429	652	1846
ENSG00000258439	0	0	0	0	0	0	1	0	0	2	3	0	0	1
ENSG00000222604	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000119616	788	442	290	319	448	271	239	319	692	286	499	529	316	313
ENSG00000119596	808	860	413	575	568	222	403	310	1189	304	777	852	402	728
ENSG00000119608	8	8	0	0	5	0	1	1	10	2	3	1	0	0
ENSG00000258587	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000119689	860	1167	1834	807	1066	1035	616	781	1011	847	809	859	794	770
ENSG00000198208	5	18	33	9	16	12	3	5	15	5	1	3	6	0
ENSG00000119630	5	6	0	4	7	0	0	2	3	2	4	6	2	0
ENSG00000119718	284	311	305	179	329	224	172	142	247	87	138	249	121	169
ENSG00000258646	78	67	65	30	90	55	39	38	74	24	30	61	21	36
ENSG00000279594	3	2	0	0	4	1	0	0	0	0	0	0	0	0
ENSG00000119684	142	73	61	41	68	13	22	34	128	11	52	107	15	48
ENSG00000206924	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000119640	15	10	5	2	19	14	2	9	17	4	7	14	7	3
ENSG00000119703	2	12	2	4	2	2	5	0	3	1	3	4	0	1
ENSG00000119638	851	847	564	682	837	377	579	301	844	230	746	693	246	676
ENSG00000258978	0	0	0	0	0	0	1	2	1	0	0	0	1	1
ENSG00000259138	0	0	0	0	1	0	0	0	0	0	0	0	1	1
ENSG00000170348	12378	8225	5899	5856	9542	5037	4760	5277	12955	4561	5568	9969	4482	4183
ENSG00000273565	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000252013	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258740	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258820	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283519	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000170345	1199	681	36	490	836	39	648	28	1080	44	573	1208	44	197
ENSG00000119660	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259687	0	2	2	1	0	1	0	0	0	0	2	0	1	0
ENSG00000259319	35	29	31	56	18	12	43	21	43	33	80	15	45	81
ENSG00000140044	317	330	1514	789	268	452	278	599	486	1109	800	429	1253	1304
ENSG00000156127	14	14	21	7	9	5	16	22	16	21	16	12	4	10
ENSG00000224721	5	28	14	42	17	3	45	9	25	11	62	9	1	18
ENSG00000119686	263	361	188	609	344	120	608	144	434	159	958	245	82	357
ENSG00000242951	0	3	0	4	1	1	0	0	0	0	1	0	0	0
ENSG00000201096	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000280494	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000119685	163	152	127	194	105	60	131	120	283	139	289	200	122	137
ENSG00000133935	206	186	185	115	228	135	85	141	243	116	158	244	139	104
ENSG00000259103	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242488	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000119650	9	18	20	38	15	17	16	9	25	10	14	12	18	13
ENSG00000119699	1	2	0	0	2	0	0	5	15	1	4	3	3	1
ENSG00000258876	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000258578	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283629	1	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000089916	706	866	1316	547	547	574	329	348	914	394	1004	818	332	714
ENSG00000258454	0	0	0	0	0	2	0	0	1	0	2	0	0	0
ENSG00000280078	0	0	0	0	0	0	1	0	0	0	2	0	0	0
ENSG00000258402	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000119715	0	2	0	0	0	0	0	0	1	0	0	0	0	2
ENSG00000259124	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000271423	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242952	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258566	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258569	0	1	0	0	0	0	0	0	0	0	1	2	0	1
ENSG00000071246	1050	4312	1591	2290	1079	462	1014	367	1068	310	880	1137	534	654
ENSG00000259081	197	744	220	387	158	85	148	70	175	51	147	187	100	94
ENSG00000258610	220	1063	338	558	263	97	255	81	228	57	248	271	114	160
ENSG00000258301	279	1388	483	785	336	124	327	115	335	95	356	355	160	239
ENSG00000013523	250	315	162	429	240	84	397	65	432	91	410	434	140	324
ENSG00000100565	0	1	2	3	0	1	1	0	2	2	4	1	0	0
ENSG00000241081	1261	1590	395	311	2025	1831	209	803	1161	617	167	831	686	158
ENSG00000223174	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259058	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258602	0	0	0	0	0	1	18	0	0	0	0	0	0	0
ENSG00000266553	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000243225	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000119669	366	270	89	275	152	40	290	24	346	56	304	433	24	135
ENSG00000273729	0	3	0	2	1	1	5	0	0	0	5	1	0	2
ENSG00000246548	0	1	0	2	0	0	1	0	0	0	1	0	0	0
ENSG00000258473	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258819	0	0	1	0	1	0	0	0	0	0	1	0	0	0
ENSG00000198894	200	180	53	61	176	32	100	17	267	21	76	247	25	73
ENSG00000259164	6	3	4	3	6	2	5	0	5	1	0	10	0	6
ENSG00000165548	35	44	23	19	53	16	11	2	49	4	21	56	5	14
ENSG00000177108	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269883	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258552	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201384	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000165553	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221754	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000009830	83	57	55	64	64	43	28	36	100	42	82	86	45	37
ENSG00000100577	34	53	51	96	45	42	55	25	49	28	48	38	22	33
ENSG00000100580	732	371	190	335	371	166	323	253	1094	297	992	701	282	742
ENSG00000258510	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000100583	1	0	0	3	1	0	0	0	3	3	6	2	0	4
ENSG00000165555	2	1	3	2	0	0	0	0	6	0	2	0	0	3
ENSG00000151445	324	336	160	283	350	114	253	119	392	100	359	310	114	304
ENSG00000100591	959	811	762	771	971	702	460	602	938	464	749	884	671	668
ENSG00000212371	0	0	2	2	0	0	0	0	3	0	3	1	0	0
ENSG00000100593	0	0	0	2	0	0	2	0	0	0	5	0	0	6
ENSG00000100596	691	974	321	506	723	243	503	299	894	339	971	966	452	985
ENSG00000240233	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258668	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000100601	142	164	146	158	212	113	159	69	131	65	163	143	105	167
ENSG00000239272	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000258917	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000119705	357	307	234	202	607	573	217	169	280	118	137	205	137	114
ENSG00000100603	729	697	822	726	667	525	569	433	719	336	814	585	411	843
ENSG00000197734	0	0	0	2	0	0	0	1	1	0	0	0	0	0
ENSG00000063761	25	46	44	30	37	17	14	19	48	18	12	32	18	9
ENSG00000199440	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258421	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000021645	0	2	21	1	9	3	4	0	0	0	0	0	0	0
ENSG00000199454	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000239438	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258723	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258719	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258874	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258478	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258829	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258419	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258662	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259106	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258637	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258416	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211448	0	5	2	0	0	4	1	0	0	0	0	0	0	0
ENSG00000258766	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000100629	93	38	55	52	49	13	12	65	99	48	55	49	45	24
ENSG00000258452	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000165409	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258915	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000271705	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000271656	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259167	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258999	2	0	0	0	0	1	0	0	0	1	0	0	0	0
ENSG00000165417	1275	1099	903	771	1259	737	903	535	1611	478	1242	1154	453	962
ENSG00000221303	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273783	5	2	5	4	3	0	0	1	1	0	2	0	0	2
ENSG00000205579	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000270343	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000140022	0	5	3	0	4	1	1	3	0	8	0	1	1	0
ENSG00000242163	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258605	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000258675	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000071537	5607	4075	2887	3229	4063	2416	2676	2961	6239	2712	5871	4760	2514	4224
ENSG00000258977	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258841	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258718	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259035	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241891	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258501	10	168	1	2	61	86	2	9	47	21	3	31	12	4
ENSG00000276782	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258743	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259032	367	292	322	172	405	345	108	226	365	197	148	284	269	144
ENSG00000258683	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258600	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258426	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252369	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238561	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258549	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258532	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258762	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258923	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259012	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251895	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258506	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000271712	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259044	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258902	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000258814	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259107	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ENSG00000205562	0	1	3	1	0	1	3	0	3	0	0	2	0	1
ENSG00000258945	0	0	0	1	0	0	1	0	2	0	0	0	0	1
ENSG00000185070	269	69	229	74	144	227	92	79	323	122	58	526	172	93
ENSG00000258733	3	0	0	0	0	0	0	3	2	0	2	4	5	4
ENSG00000258912	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258994	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258804	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259061	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258496	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258958	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258859	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259028	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258770	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258807	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000259077	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000054983	1624	5049	6056	3057	4519	3936	2870	944	1454	835	2668	1548	1197	1720
ENSG00000259096	1	2	0	1	7	2	6	2	4	1	2	3	1	0
ENSG00000252783	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000140030	1317	2555	158	2259	3887	285	3129	20	1142	35	3011	1408	44	2464
ENSG00000258407	368	710	32	665	1164	79	883	5	293	10	808	402	10	670
ENSG00000258826	0	1	0	3	1	0	1	0	0	0	3	0	0	2
ENSG00000258867	9	46	17	44	49	26	91	1	5	2	41	4	0	16
ENSG00000258975	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259998	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258538	0	0	0	0	1	0	0	0	1	0	2	1	0	0
ENSG00000100433	0	4	0	1	2	1	0	0	1	0	3	1	0	5
ENSG00000042317	25	42	8	5	60	20	19	4	14	6	25	28	9	29
ENSG00000070778	22	19	28	1	27	12	8	1	14	2	18	17	2	7
ENSG00000258983	1	0	0	0	2	0	0	0	0	0	1	0	0	0
ENSG00000222990	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258789	0	1	0	2	0	0	0	2	0	0	0	2	0	0
ENSG00000100722	373	338	173	186	340	132	155	124	444	78	341	354	174	396
ENSG00000278576	0	0	0	0	1	0	0	0	1	0	5	0	0	1
ENSG00000165521	67	74	41	22	64	23	16	19	70	12	48	34	26	66
ENSG00000274492	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000200653	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000165533	24	44	38	46	71	35	36	13	41	20	34	24	27	17
ENSG00000207342	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000283627	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258990	0	0	0	0	0	0	0	0	0	0	0	0	0	0
